Number of Military and DoD Appropriated Fund (APF) Civilian Personnel Permanently Assigned,,,,,,,,,,,,,,,,,,,,,,
By Duty Location and Service/Component,,,,,,,,,,,,,,,,,,,,,,
"As of December 31, 2017",,,,,,,,,,,,,,,,,,,,,,
"Sources: Active Duty Master File, Reserve Common Components Personnel Data System (RCCPDS) File, Appropriated Fund (APF) Civilian Master File",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
LOCATION,DUTY STATE / COUNTRY,ACTIVE DUTY,,,,,,NATIONAL GUARD / RESERVE,,,,,,,,APF DOD CIVILIAN,,,,,,GRAND TOTAL
,NEW JERSEY,614,447,369,"4,636","1,662","7,728","5,839","4,058","1,225","1,217","2,396","2,306",203,"17,244","5,194","2,327",9,"1,935",585,"10,050","35,022"
,NEW MEXICO,348,74,62,"11,948",4,"12,436","2,796",760,213,82,991,216,0,"5,058","2,229",97,1,"3,523",391,"6,241","23,735"
,NEW YORK,"17,146","2,198",673,375,"1,052","21,444","10,024","8,272","1,666","1,849","5,706","1,313",358,"29,188","6,743",104,31,"2,134","1,933","10,945","61,577"
,NORTH CAROLINA,"45,000","4,439","44,947","6,557","1,761","102,704","10,045","5,984","1,181","1,082","1,467","1,678",184,"21,621","10,256","4,564","2,745","1,151","2,467","21,183","145,508"
,NORTH DAKOTA,22,4,16,"7,287",1,"7,330","2,972",231,64,56,"1,060",28,0,"4,411",466,3,2,"1,097",74,"1,642","13,383"
,OHIO,510,267,262,"5,455",413,"6,907","11,403","5,412","1,204","1,049","5,116","3,585",252,"28,021","1,480",98,3,"14,572","9,596","25,749","60,677"
,OKLAHOMA,"10,891","1,337",486,"7,022",31,"19,767","6,710","2,119",452,323,"2,237","1,831",0,"13,672","5,174",118,5,"17,074","1,746","24,117","57,556"
,OREGON,123,158,113,157,"1,075","1,626","5,591",556,462,371,"2,275",110,96,"9,461","2,269",21,3,684,19,"2,996","14,083"
,PENNSYLVANIA,958,651,385,221,340,"2,555","15,348","7,707",865,"1,396","4,051","1,310",108,"30,785","8,164","6,590",20,"1,100","7,960","23,834","57,174"
,RHODE ISLAND,141,"2,334",210,70,327,"3,082","1,952",509,596,107,"1,049",2,45,"4,260",189,"4,213",1,215,99,"4,717","12,059"
,SOUTH CAROLINA,"9,242","6,949","9,292","8,064",844,"34,391","9,227","4,043",579,407,"1,308","2,238",142,"17,944","3,402","3,297",718,"1,972",750,"10,139","62,474"
,SOUTH DAKOTA,64,3,10,"3,340",0,"3,417","3,165",321,89,0,"1,078",23,0,"4,676",489,1,0,758,49,"1,297","9,390"
,TENNESSEE,344,"1,339",140,166,162,"2,151","9,145","3,601","1,190",743,"3,357",4,43,"18,083","3,002","1,213",3,"1,156",542,"5,916","26,150"
,TEXAS,"71,629","6,234","2,089","37,197","1,781","118,930","18,080","18,157","5,036","3,337","3,308","5,795",324,"54,037","25,010","1,342",31,"15,976","4,451","46,810","219,777"
,UTAH,185,27,98,"3,921",0,"4,231","5,418","3,052",389,248,"1,435","1,381",0,"11,923","1,789",47,2,"11,971","1,094","14,903","31,057"
,VERMONT,50,5,8,61,39,163,"2,500",117,49,0,978,0,0,"3,644",271,3,0,281,27,582,"4,389"
,VIRGINIA,"23,831","41,028","10,585","12,131","4,133","91,708","7,155","7,704","5,607","1,978","1,351","1,924",471,"26,190","17,788","40,567","5,032","5,978","24,164","93,529","211,427"
,WASHINGTON,"27,026","12,237",656,"6,251","2,088","48,258","5,776","5,710","2,176",645,"2,004","1,870",326,"18,507","9,404","19,175",3,"1,485","1,234","31,301","98,066"
,WEST VIRGINIA,53,4,44,26,67,194,"4,198","1,779",74,83,"2,161",0,12,"8,307","1,215",3,1,526,43,"1,788","10,289"
,WISCONSIN,461,43,109,77,296,986,"7,241","3,910",381,490,"2,302",0,75,"14,399","1,808",68,1,517,116,"2,510","17,895"
,WYOMING,36,1,6,"3,091",0,"3,134","1,498",76,64,0,"1,200",39,0,"2,877",220,2,0,762,38,"1,022","7,033"
,UNKNOWN,"6,106",0,0,0,0,"6,106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,106"
UNITED STATES TOTAL,,"418,491","290,270","153,615","265,296","39,597","1,167,269","330,449","184,487","55,469","35,041","104,527","67,450","6,096","783,519","234,923","184,361","16,814","164,913","98,056","699,067","2,649,855"
OVERSEAS,AFGHANISTAN*, , , , , , , , , , , , , , , , , , , , , 
,AKROTIRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,1,2,83,83
,ALBANIA,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,ALGERIA,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,AMERICAN SAMOA,0,0,"1,061",0,0,"1,061",0,0,0,0,0,0,0,0,13,0,0,0,0,13,"1,074"
,ANGOLA,3,0,8,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,ANTARCTICA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,ARGENTINA,1,4,11,8,0,24,0,0,1,0,1,0,0,2,2,0,0,0,0,2,28
,ARMENIA,1,0,1,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
,AUSTRALIA,31,69,3,83,0,186,0,0,0,0,0,0,0,0,3,7,0,4,2,16,202
,AUSTRIA,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,AZERBAIJAN,1,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,"BAHAMAS, THE",1,48,0,0,10,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
,BAHRAIN,17,"6,685",273,25,193,"7,193",0,0,299,0,0,0,0,299,11,324,0,0,163,498,"7,990"
,BANGLADESH,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,BARBADOS,2,0,7,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,BELARUS,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,BELGIUM,593,38,3,245,0,879,0,1,0,0,0,6,0,7,364,1,0,9,307,681,"1,567"
,BELIZE,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,BERMUDA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,BOLIVIA,3,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,BOSNIA AND HERZEGOVINA,0,0,424,1,0,425,0,0,0,0,0,0,0,0,1,0,0,0,0,1,426
,BOTSWANA,4,0,8,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
,BRAZIL,8,11,32,8,1,60,0,0,0,0,0,0,0,0,6,3,0,1,0,10,70
,BRITISH ATLANTIC OCEAN TERRITORY,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,BRITISH INDIAN OCEAN TERRITORY,0,227,0,40,0,267,0,0,0,0,0,0,0,0,0,1,0,0,0,1,268
,BRUNEI,0,1,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,BULGARIA,2,4,0,4,0,10,0,0,1,0,0,0,0,1,16,0,0,2,0,18,29
,BURKINA FASO,0,0,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,BURMA,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,BURUNDI,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,CAMBODIA,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,CAMEROON,6,0,24,1,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,32
,CANADA,6,37,14,70,4,131,0,0,0,0,0,0,0,0,0,3,0,0,26,29,160
,CENTRAL AFRICAN REPUBLIC,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,CHAD,5,0,8,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,CHILE,5,7,0,10,0,22,0,0,0,0,1,0,0,1,2,2,0,2,0,6,29
,CHINA,5,6,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,COLOMBIA,26,4,23,17,4,74,0,0,0,0,0,0,0,0,14,1,0,1,0,16,90
,CONGO (BRAZZAVILLE),3,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
,CONGO (KINSHASA),2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,COSTA RICA,0,2,7,0,1,10,0,0,0,0,0,0,0,0,2,0,0,0,0,2,12
,COTE DIVOIRE,3,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
,CROATIA,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
,CUBA,131,505,119,0,6,761,0,0,141,0,0,0,0,141,12,173,0,0,70,255,"1,157"
,CYPRUS,5,0,2,10,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18
,CZECHIA,2,0,0,3,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6
,DENMARK,2,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,DJIBOUTI,2,0,818,0,0,820,0,0,356,0,0,0,0,356,0,1,0,0,2,3,"1,179"
,DOMINICAN REPUBLIC,7,1,11,2,2,23,0,0,0,0,0,0,0,0,4,0,0,0,0,4,27
,ECUADOR,11,2,8,2,1,24,0,0,0,0,0,0,0,0,2,0,0,0,0,2,26
,EGYPT,191,17,3,22,0,233,0,0,0,0,0,0,0,0,4,3,0,5,0,12,245
,EL SALVADOR,7,34,1,2,0,44,0,0,3,0,0,0,0,3,2,1,0,0,0,3,50
,EQUATORIAL GUINEA,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
,ESTONIA,2,1,0,2,0,5,0,0,1,0,0,0,0,1,2,0,0,0,0,2,8
,ETHIOPIA,4,2,9,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
,FIJI,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,FINLAND,2,5,2,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
,FRANCE,23,9,3,16,0,51,0,0,0,0,0,0,0,0,5,2,0,2,0,9,60
,GABON,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,"GAMBIA, THE",0,0,88,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
,GEORGIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,6,6
,GERMANY,"20,231",899,"1,239","12,622",11,"35,002",36,"1,142",60,120,10,310,0,"1,678","5,865",35,22,"1,023","3,969","10,914","47,594"
,GHANA,2,0,3,3,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,2,10
,GREECE,8,344,2,20,0,374,0,0,0,0,0,0,0,0,1,73,0,0,0,74,448
,GREENLAND,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,1,0,1,155
,GUAM,169,"1,945",0,"2,093",0,"4,207","1,098",0,8,0,385,272,0,"1,763",126,"1,297",2,107,581,"2,113","8,083"
,GUATEMALA,19,1,8,2,0,30,0,0,0,0,0,0,0,0,2,1,0,0,0,3,33
,GUERNSEY,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,GUINEA,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,GUYANA,1,1,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,HAITI,3,0,9,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14
,HONDURAS,216,1,115,143,0,475,0,0,0,0,0,0,0,0,17,1,0,0,0,18,493
,HONG KONG,3,10,2,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
,HUNGARY,7,148,0,60,0,215,0,0,0,0,1,0,0,1,3,0,0,0,0,3,219
,ICELAND,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
,INDIA,5,6,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
,INDONESIA,4,10,3,2,0,19,0,0,0,0,0,0,0,0,1,1,0,0,0,2,21
,IRAQ*,,,,,, ,,,,,,,, ,,,,,, , 
,IRELAND,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,ISRAEL,10,5,1,15,0,31,0,0,0,0,0,0,0,0,15,1,0,1,5,22,53
,ITALY,"4,237","3,663",313,"4,242",2,"12,457",0,86,41,0,0,31,0,158,603,796,0,142,807,"2,348","14,963"
,JAMAICA,1,1,8,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,JAPAN,"2,597","11,655","18,678","11,942",17,"44,889",0,123,78,65,0,76,0,342,700,"1,597",578,679,"2,970","6,524","51,755"
,JORDAN,13,2,88,11,0,114,0,0,10,0,0,0,0,10,2,1,0,1,0,4,128
,KAZAKHSTAN,6,1,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,KENYA,19,3,15,9,0,46,0,0,0,0,0,0,0,0,1,1,0,0,0,2,48
,"KOREA, SOUTH","15,341",295,222,"7,721",1,"23,580",0,222,8,4,0,58,0,292,"1,881",35,4,215,824,"2,959","26,831"
,KOSOVO,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,KUWAIT,714,4,"1,322",42,0,"2,082",0,1,71,0,1,0,0,73,165,0,0,10,22,197,"2,352"
,KYRGYZSTAN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,LAOS,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7
,LATVIA,2,0,0,2,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7
,LEBANON,1,0,11,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,LIBERIA,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,LIBYA,1,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,LIECHTENSTEIN,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,LUXEMBOURG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,18
,MACAU,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,MACEDONIA,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,MADAGASCAR,0,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,MALAWI,2,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,MALAYSIA,2,4,1,4,0,11,0,0,0,0,0,0,0,0,0,1,0,0,2,3,14
,MALI,5,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,MALTA,0,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,MARSHALL ISLANDS,18,0,0,0,0,18,0,0,0,0,0,0,0,0,67,0,0,0,0,67,85
,MAURITANIA,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,MAURITIUS,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
,MEXICO,15,6,35,4,2,62,0,0,0,0,0,0,0,0,1,0,0,8,0,9,71
,MOLDOVA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,MONGOLIA,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,MOROCCO,3,4,9,8,0,24,0,0,0,0,0,0,0,0,3,1,0,1,0,5,29
,MOZAMBIQUE,0,0,8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,NAMIBIA,1,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,NEPAL,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,NETHERLANDS,125,30,3,218,31,407,0,0,0,0,0,0,0,0,70,0,0,2,130,202,609
,NEW ZEALAND,1,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8
,NICARAGUA,8,1,1,0,0,10,0,0,1,0,0,0,0,1,1,0,0,0,0,1,12
,NIGER,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,NIGERIA,1,2,1,4,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9
,NIUE,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,NORTHERN MARIANA ISLANDS,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,4,6
,NORWAY,31,5,277,33,0,346,0,0,0,0,0,0,0,0,0,1,0,3,0,4,350
,OMAN,3,3,2,5,0,13,0,0,2,0,0,0,0,2,1,1,0,1,1,4,19
,PAKISTAN,4,3,5,15,0,27,0,0,3,0,1,0,0,4,0,0,0,0,0,0,31
,PANAMA,22,5,10,0,3,40,0,0,0,0,0,0,0,0,4,1,0,1,0,6,46
,PARAGUAY,5,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,2,8
,PERU,18,16,19,6,0,59,0,0,0,0,0,0,0,0,5,3,0,0,0,8,67
,PHILIPPINES,11,7,71,10,1,100,0,0,0,0,0,0,0,0,1,8,0,2,1,12,112
,POLAND,32,67,4,28,0,131,0,0,1,0,0,0,0,1,5,7,0,0,1,13,145
,PORTUGAL,1,11,2,179,0,193,0,0,0,0,0,0,0,0,3,3,0,3,0,9,202
,PUERTO RICO,109,27,19,21,0,176,"6,376",0,0,0,"1,155",0,0,"7,531","1,066",27,0,288,604,"1,985","9,692"
,QATAR,259,6,26,238,0,529,0,0,45,0,0,0,0,45,47,0,0,3,4,54,628
,ROMANIA,7,81,338,13,0,439,0,0,0,0,0,0,0,0,37,7,0,1,0,45,484
,RUSSIA,5,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,RWANDA,1,0,8,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,SAINT BARTHELEMY,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,SAINT PIERRE AND MIQUELON,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,SAUDI ARABIA,216,16,10,59,0,301,0,0,0,0,0,0,0,0,174,2,0,19,21,216,517
,SENEGAL,4,4,4,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13
,SERBIA,1,0,1,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,SIERRA LEONE,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,SINGAPORE,6,159,18,16,7,206,0,0,0,0,0,0,0,0,2,141,0,0,21,164,370
,SLOVAKIA,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,SLOVENIA,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
,SOMALIA,0,2,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
,SOUTH AFRICA,5,3,45,3,0,56,0,0,0,0,0,0,0,0,0,1,0,0,1,2,58
,SOUTH SUDAN,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,SPAIN,27,"2,645",841,392,0,"3,905",0,0,53,0,0,1,0,54,3,251,0,9,152,415,"4,374"
,SRI LANKA,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,SUDAN,1,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,SURINAME,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,SWAZILAND,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,SWEDEN,1,0,1,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,SWITZERLAND,1,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,SYRIA*,,,,,, ,,,,,,,, ,,,,,, , 
,TAIWAN,0,2,1,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17
,TAJIKISTAN,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,TANZANIA,2,2,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,THAILAND,44,9,239,27,0,319,0,0,1,0,0,0,0,1,5,3,0,2,2,12,332
,TRINIDAD AND TOBAGO,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
,TUNISIA,3,3,19,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
,TURKEY,127,5,198,"1,521",0,"1,851",0,0,0,0,0,2,0,2,6,0,0,27,47,80,"1,933"
,TURKMENISTAN,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,UGANDA,7,0,37,1,0,45,0,0,0,0,0,0,0,0,1,0,0,1,0,2,47
,UKRAINE,10,2,3,5,0,20,0,0,0,0,0,0,0,0,2,0,0,0,3,5,25
,UNITED ARAB EMIRATES,39,707,271,82,0,"1,099",0,1,8,0,0,0,0,9,6,8,0,4,2,20,"1,128"
