Number of Military and DoD Appropriated Fund (APF) Civilian Personnel Permanently Assigned,,,,,,,,,,,,,,,,,,,,,,
By Duty Location and Service/Component,,,,,,,,,,,,,,,,,,,,,,
"As of June 30, 2018",,,,,,,,,,,,,,,,,,,,,,
"Sources: Active Duty Master File, Reserve Common Components Personnel Data System (RCCPDS) File, Appropriated Fund (APF) Civilian Master File",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
LOCATION,DUTY STATE / COUNTRY,ACTIVE DUTY,,,,,,NATIONAL GUARD / RESERVE,,,,,,,,APF DOD CIVILIAN,,,,,,GRAND TOTAL
,NEW MEXICO,373,82,61,"11,986",5,"12,507","2,707",764,215,79,"1,001",220,0,"4,986","2,248",102,0,"3,530",386,"6,266","23,759"
,NEW YORK,"17,248","1,950",693,374,"1,050","21,315","9,895","8,173","1,627","1,816","5,718","1,295",375,"28,899","6,804",101,29,"2,112","1,945","10,991","61,205"
,NORTH CAROLINA,"44,829","4,408","42,418","6,665","1,710","100,030","9,976","5,920","1,194","1,064","1,429","1,641",188,"21,412","10,416","4,740","2,706","1,207","2,451","21,520","142,962"
,NORTH DAKOTA,21,5,20,"7,393",1,"7,440","2,919",220,58,53,"1,093",30,0,"4,373",504,4,1,"1,087",63,"1,659","13,472"
,OHIO,508,282,289,"5,350",400,"6,829","11,531","5,448","1,230","1,024","5,147","3,609",253,"28,242","1,600",97,3,"14,822","9,598","26,120","61,191"
,OKLAHOMA,"11,284","1,368",431,"7,030",25,"20,138","6,623","1,992",445,335,"2,247","1,842",0,"13,484","5,457",124,8,"17,185","1,832","24,606","58,228"
,OREGON,121,157,126,164,"1,105","1,673","5,509",545,441,364,"2,316",117,91,"9,383","2,394",19,2,545,18,"2,978","14,034"
,PENNSYLVANIA,865,693,398,214,345,"2,515","14,887","7,342",882,"1,372","4,066","1,316",113,"29,978","8,196","6,876",19,"1,125","7,932","24,148","56,641"
,RHODE ISLAND,112,"2,229",221,57,312,"2,931","1,953",503,622,105,"1,060",1,44,"4,288",216,"4,236",1,202,103,"4,758","11,977"
,SOUTH CAROLINA,"10,341","6,685","8,718","8,257",873,"34,874","9,183","3,933",547,396,"1,297","2,199",136,"17,691","3,419","3,477",717,"1,994",730,"10,337","62,902"
,SOUTH DAKOTA,71,5,10,"3,337",0,"3,423","3,154",327,83,0,"1,094",18,0,"4,676",505,1,0,816,46,"1,368","9,467"
,TENNESSEE,339,"1,373",149,169,164,"2,194","8,967","3,589","1,215",721,"3,404",5,44,"17,945","3,105","1,194",3,"1,175",516,"5,993","26,132"
,TEXAS,"71,244","6,489","2,131","37,087","1,759","118,710","17,854","17,930","4,921","3,309","3,314","5,915",328,"53,571","24,915","1,339",32,"16,262","4,482","47,030","219,311"
,UTAH,181,33,94,"3,988",0,"4,296","5,486","2,968",387,228,"1,438","1,398",0,"11,905","1,741",45,2,"11,957","1,114","14,859","31,060"
,VERMONT,56,12,8,60,35,171,"2,420",114,50,0,959,0,0,"3,543",267,2,0,268,30,567,"4,281"
,VIRGINIA,"21,630","75,721","10,931","12,036","4,192","124,510","7,156","7,627","5,925","1,934","1,375","1,931",419,"26,367","17,884","40,940","5,095","6,115","24,436","94,470","245,347"
,WASHINGTON,"26,783","25,103",710,"6,292","2,084","60,972","5,642","5,680","2,075",633,"2,009","1,875",314,"18,228","9,405","19,321",4,"1,461","1,246","31,437","110,637"
,WEST VIRGINIA,59,6,52,22,70,209,"4,139","1,865",74,81,"2,149",0,13,"8,321","1,286",3,1,536,38,"1,864","10,394"
,WISCONSIN,440,51,106,87,292,976,"7,091","4,064",380,472,"2,327",0,81,"14,415","1,886",67,2,560,111,"2,626","18,017"
,WYOMING,34,2,9,"3,157",0,"3,202","1,515",66,57,0,"1,201",43,0,"2,882",229,2,0,844,39,"1,114","7,198"
,UNKNOWN,"6,088",0,0,0,0,"6,088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,088"
UNITED STATES TOTAL,,"415,854","286,980","154,973","267,631","40,343","1,165,781","326,577","183,603","54,981","34,503","105,324","67,584","6,077","778,649","237,078","187,278","17,001","165,554","98,369","705,280","2,649,710"
OVERSEAS,AFGHANISTAN*, , , , , , , , , , , , , , , , , , , , , 
,AKROTIRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,1,2,68,68
,ALBANIA,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,ALGERIA,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,AMERICAN SAMOA,1,0,1,0,0,2,0,295,0,0,0,0,0,295,19,0,0,0,0,19,316
,ANGOLA,3,0,10,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,ARGENTINA,1,6,8,9,1,25,0,0,1,0,1,0,0,2,2,0,0,0,0,2,29
,ARMENIA,1,0,1,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
,AUSTRALIA,39,66,"1,320",84,0,"1,509",0,0,0,0,0,0,0,0,2,7,0,5,3,17,"1,526"
,AUSTRIA,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,AZERBAIJAN,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,"BAHAMAS, THE",1,44,9,0,11,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
,BAHRAIN,20,"3,232",725,18,112,"4,107",0,0,321,0,0,0,0,321,17,316,0,1,74,408,"4,836"
,BANGLADESH,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,BARBADOS,3,0,6,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,BELGIUM,647,38,3,235,1,924,0,0,0,0,0,7,0,7,383,1,0,11,158,553,"1,484"
,BELIZE,1,1,6,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,BOLIVIA,2,0,9,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
,BOSNIA AND HERZEGOVINA,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
,BOTSWANA,3,0,8,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16
,BRAZIL,10,9,27,9,1,56,0,0,0,0,0,0,0,0,4,3,0,1,0,8,64
,BRITISH ATLANTIC OCEAN TERRITORY,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,BRITISH INDIAN OCEAN TERRITORY,0,244,0,40,0,284,0,0,0,0,0,0,0,0,0,3,0,0,0,3,287
,BRUNEI,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,BULGARIA,3,4,0,4,0,11,0,0,0,0,0,0,0,0,13,0,0,2,0,15,26
,BURKINA FASO,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,BURMA,3,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,BURUNDI,0,0,8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,CAMBODIA,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,CAMEROON,7,0,8,1,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17
,CANADA,7,36,12,79,4,138,0,0,0,0,0,0,0,0,0,2,0,1,21,24,162
,CENTRAL AFRICAN REPUBLIC,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,CHAD,5,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,CHILE,4,7,12,11,0,34,0,0,0,0,1,0,0,1,2,1,0,2,0,5,40
,CHINA,6,6,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
,COLOMBIA,28,4,16,17,2,67,0,0,0,0,0,0,0,0,13,1,0,1,1,16,83
,CONGO (BRAZZAVILLE),3,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,CONGO (KINSHASA),2,0,13,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
,COSTA RICA,1,1,6,0,1,9,0,0,1,0,0,0,0,1,1,0,0,0,0,1,11
,COTE DIVOIRE,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,CROATIA,1,2,1,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6
,CUBA,152,546,121,0,6,825,0,0,169,0,0,0,0,169,11,189,0,0,33,233,"1,227"
,CYPRUS,5,0,0,8,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14
,CZECHIA,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7
,DENMARK,2,3,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,DJIBOUTI,1,0,28,1,0,30,0,0,391,0,0,0,0,391,0,1,0,0,1,2,423
,DOMINICAN REPUBLIC,10,1,10,2,2,25,0,0,0,0,0,0,0,0,5,0,0,0,0,5,30
,ECUADOR,12,2,11,2,1,28,0,0,0,0,0,0,0,0,1,0,0,0,0,1,29
,EGYPT,241,15,1,25,0,282,0,0,0,0,0,0,0,0,6,3,0,7,0,16,298
,EL SALVADOR,8,30,14,2,0,54,0,0,6,0,0,0,0,6,1,1,0,0,0,2,62
,ESTONIA,1,0,0,2,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,2,6
,ETHIOPIA,4,2,8,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
,FIJI,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,FINLAND,3,4,2,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
,FRANCE,23,11,3,18,0,55,0,0,0,0,0,0,0,0,4,2,0,5,0,11,66
,GABON,2,1,6,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,GEORGIA,2,0,2,1,0,5,0,0,0,0,0,0,0,0,3,1,0,1,1,6,11
,GERMANY,"20,947",411,"1,223","12,779",9,"35,369",0,0,83,115,12,311,0,521,"5,747",32,24,"1,028","2,136","8,967","44,857"
,GHANA,4,0,3,3,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12
,GREECE,6,365,2,21,0,394,0,0,0,0,0,0,0,0,2,80,0,0,0,82,476
,GREENLAND,0,0,0,164,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
,GUAM,191,"3,787",20,"2,073",0,"6,071","1,092",479,0,0,393,260,0,"2,224",125,"1,339",5,112,580,"2,161","10,456"
,GUATEMALA,22,1,8,2,0,33,0,0,0,0,0,0,0,0,3,1,0,0,0,4,37
,GUINEA,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,GUYANA,1,1,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,HAITI,3,0,8,0,2,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14
,HONDURAS,222,3,13,149,0,387,0,0,0,0,0,0,0,0,21,1,0,0,0,22,409
,HONG KONG,2,9,2,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
,HUNGARY,6,141,0,62,0,209,0,0,0,0,1,0,0,1,3,0,0,1,0,4,214
,ICELAND,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
,INDIA,6,7,1,8,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23
,INDONESIA,3,11,4,2,0,20,0,0,0,0,0,0,0,0,3,1,0,0,0,4,24
,IRAQ*,,,,,,,,,,,,,,,,,,,,,
,IRELAND,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,ISRAEL,24,5,4,15,0,48,0,0,0,0,0,0,0,0,13,1,0,1,4,19,67
,ITALY,"4,192","3,971",177,"4,302",3,"12,645",0,0,71,0,0,32,0,103,645,809,0,144,344,"1,942","14,690"
,JAMAICA,1,0,9,0,2,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13
,JAPAN,"2,673","20,176","18,701","12,090",20,"53,660",0,0,83,70,1,81,0,235,746,"1,637",586,721,"1,301","4,991","58,886"
,JORDAN,13,2,52,1,0,68,0,0,16,0,0,0,0,16,2,0,0,2,0,4,88
,KAZAKHSTAN,5,1,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
,KENYA,20,4,16,7,0,47,0,0,0,0,0,0,0,0,1,1,0,0,0,2,49
,"KOREA, SOUTH","17,342",314,196,"8,192",1,"26,045",0,0,7,3,0,56,0,66,"1,822",38,5,203,419,"2,487","28,598"
,KOSOVO,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,KUWAIT,729,4,"1,041",42,0,"1,816",0,0,65,0,2,0,0,67,170,0,0,9,23,202,"2,085"
,KYRGYZSTAN,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,LAOS,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7
,LATVIA,2,0,2,2,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10
,LEBANON,3,0,14,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
,LIBERIA,3,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,LIBYA,1,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,LUXEMBOURG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,20
,MACEDONIA,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,MADAGASCAR,0,2,8,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,MALAWI,2,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,MALAYSIA,3,4,3,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16
,MALI,5,0,4,2,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12
,MALTA,0,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,MARSHALL ISLANDS,19,0,0,0,0,19,0,0,0,0,0,0,0,0,75,0,0,0,0,75,94
,MAURITANIA,1,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,MEXICO,11,5,43,5,3,67,0,0,0,0,0,0,0,0,1,0,0,8,0,9,76
,MOLDOVA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,MONGOLIA,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,MOROCCO,3,3,1,7,0,14,0,0,0,0,0,0,0,0,2,1,0,1,1,5,19
,MOZAMBIQUE,0,0,8,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,NAMIBIA,0,0,8,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,NEPAL,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,NETHERLANDS,127,31,3,220,34,415,0,0,0,0,0,0,0,0,77,0,0,2,55,134,549
,NEW ZEALAND,1,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7
,NICARAGUA,6,1,8,1,0,16,0,0,1,0,0,0,0,1,1,0,0,0,0,1,18
,NIGER,2,0,2,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,NIGERIA,4,2,0,4,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,2,12
,NORTHERN MARIANA ISLANDS,0,0,1,0,0,1,0,72,0,0,0,0,0,72,2,3,0,0,0,5,78
,NORWAY,29,6,281,40,0,356,0,0,0,0,0,0,0,0,1,1,0,4,0,6,362
,OMAN,2,3,3,6,0,14,0,0,2,0,0,0,0,2,1,1,0,0,2,4,20
,PAKISTAN,4,3,3,21,0,31,0,0,3,0,0,0,0,3,0,0,0,0,0,0,34
,PANAMA,24,5,10,0,3,42,0,0,0,0,0,0,0,0,6,1,0,1,0,8,50
,PARAGUAY,5,0,6,1,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,2,14
,PERU,17,19,12,6,0,54,0,0,0,0,0,0,0,0,5,5,0,0,0,10,64
,PHILIPPINES,10,10,275,10,0,305,0,0,0,0,0,0,0,0,1,10,0,2,1,14,319
,POLAND,38,80,4,26,0,148,0,0,2,0,0,0,0,2,9,9,0,0,1,19,169
,PORTUGAL,1,46,2,189,0,238,0,0,0,0,0,0,0,0,3,1,0,2,0,6,244
,PUERTO RICO,93,27,25,18,0,163,"6,124","4,258",0,0,"1,121",0,0,"11,503","1,097",25,0,305,582,"2,009","13,675"
,QATAR,268,5,264,254,0,791,0,0,46,0,0,0,0,46,46,0,0,3,2,51,888
,ROMANIA,8,88,307,12,0,415,0,0,0,0,0,0,0,0,28,9,0,1,0,38,453
,RUSSIA,3,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,RWANDA,2,0,7,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,SAUDI ARABIA,223,20,20,58,0,321,0,0,0,0,0,0,0,0,165,2,0,14,24,205,526
,SENEGAL,3,3,14,1,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22
,SERBIA,2,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,SIERRA LEONE,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,SINGAPORE,11,170,4,16,8,209,0,0,0,0,0,0,0,0,3,146,0,0,20,169,378
,SLOVAKIA,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,SLOVENIA,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
,SOMALIA,0,2,68,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
,SOUTH AFRICA,5,3,38,3,0,49,0,0,0,0,0,0,0,0,0,1,0,0,1,2,51
,SOUTH SUDAN,1,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
,SPAIN,26,"2,415",762,404,0,"3,607",0,0,10,0,0,2,0,12,1,244,0,9,63,317,"3,936"
,SRI LANKA,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,SUDAN,3,0,16,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
,SURINAME,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,SWAZILAND,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,SWEDEN,1,2,2,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,SWITZERLAND,25,0,1,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
,SYRIA*,,,,,, ,,,,,,,, ,,,,,, , 
,TAIWAN,0,2,1,7,0,10,0,0,0,0,0,0,0,0,0,1,0,0,9,10,20
,TAJIKISTAN,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,TANZANIA,4,2,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
,THAILAND,43,8,223,29,0,303,0,0,0,0,0,0,0,0,5,3,0,2,2,12,315
,TRINIDAD AND TOBAGO,1,1,7,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10
,TUNISIA,5,3,17,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
,TURKEY,153,5,2,"1,514",0,"1,674",0,0,0,0,0,2,0,2,6,0,0,25,11,42,"1,718"
,TURKMENISTAN,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,UGANDA,6,0,41,1,0,48,0,0,0,0,0,0,0,0,1,0,0,1,0,2,50
,UKRAINE,10,1,3,4,0,18,0,0,0,0,0,0,0,0,2,0,0,0,2,4,22
,UNITED ARAB EMIRATES,36,15,274,92,0,417,0,0,11,0,0,0,0,11,6,7,0,5,3,21,449
,UNITED KINGDOM,297,202,12,"8,592",29,"9,132",0,0,20,7,0,81,0,108,33,28,0,479,341,881,"10,121"
,URUGUAY,2,4,7,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
,UZBEKISTAN,2,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,VENEZUELA,0,0,8,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,VIETNAM,0,4,5,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12
,"VIRGIN ISLANDS, U.S.",4,0,0,0,0,4,666,16,0,0,54,0,0,736,118,0,0,2,0,120,860
,WAKE ISLAND,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,YEMEN,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,ZAMBIA,1,0,7,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,ZIMBABWE,2,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,UNKNOWN,114,8,"3,423","1,120",796,"5,461",0,664,"1,353","3,535",1,15,64,"5,632",0,0,0,257,3,260,"11,353"
