Counts of Active Duty and Reserve Service Members and APF Civilians,,,,,,,,,,,,,,,,,,,,,,
"By Location Country, Personnel Category, Service and Component",,,,,,,,,,,,,,,,,,,,,,
"As of March 31, 2017",,,,,,,,,,,,,,,,,,,,,,
"Sources: Active Duty Master File, RCCPDS, APF Civilian Master, CTS Deployment File, Civilian Deployment",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
LOCATION,LOCATION STATE / COUNTRY,ACTIVE DUTY,,,,,,NATIONAL GUARD / RESERVE,,,,,,,,APF DOD CIVILIAN,,,,,,GRAND TOTAL
,KANSAS,"17,259",72,84,"2,985",106,"20,506","4,750","2,735",113,192,"1,993",671,16,"10,470","5,491",3,1,"1,018",339,"6,852","37,828"
,KENTUCKY,"28,174",8,81,212,162,"28,637","6,506","4,197",238,272,"1,197",3,67,"12,480","8,585",18,3,287,961,"9,854","50,971"
,LOUISIANA,"8,008",403,680,"5,189","1,220","15,500","9,564","1,897","1,159","3,137","1,506","1,417",143,"18,823","3,273",527,236,"1,577",273,"5,886","40,209"
,MAINE,46,119,30,9,589,793,"1,970",442,105,167,"1,120",0,55,"3,859",279,"6,251",0,287,776,"7,593","12,245"
,MARYLAND,"8,458","9,511","1,697","8,269",906,"28,841","4,464","5,923","3,447",472,"1,786","1,831",173,"18,096","16,207","16,307",108,"3,172","8,146","43,940","90,877"
,MASSACHUSETTS,363,372,173,"1,004","1,662","3,574","6,000","3,353",299,823,"2,119","2,249",399,"15,242","2,254",164,4,"3,115",817,"6,354","25,170"
,MICHIGAN,445,222,235,100,"1,133","2,135","8,003","2,940",874,934,"2,294",1,112,"15,158","6,776",32,7,812,"1,646","9,273","26,566"
,MINNESOTA,156,157,112,50,134,609,"10,829","3,150",589,450,"2,220","1,171",27,"18,436","1,285",18,2,847,175,"2,327","21,372"
,MISSISSIPPI,445,"2,573",531,"5,754",321,"9,624","9,525","1,779",660,75,"2,582","1,450",122,"16,193","3,565","2,457",0,"2,443",304,"8,769","34,586"
,MISSOURI,"9,022",356,"1,764","4,086",198,"15,426","8,855","4,762","1,173",735,"2,207",964,86,"18,782","5,326",51,122,"1,225",674,"7,398","41,606"
,MONTANA,55,7,24,"3,056",0,"3,142","2,608",667,106,65,862,23,0,"4,331",449,1,0,745,43,"1,238","8,711"
,NEBRASKA,172,391,73,"5,446",17,"6,099","3,273","1,301",293,120,977,282,0,"6,246","1,270",43,3,"2,669",106,"4,091","16,436"
,NEVADA,148,975,54,"9,027",0,"10,204","3,074","1,514",366,198,"1,128","1,220",0,"7,500",416,297,1,"1,531",171,"2,416","20,120"
,NEW HAMPSHIRE,52,252,51,144,278,777,"1,629",899,249,203,"1,094",1,9,"4,084",451,11,3,321,179,965,"5,826"
,NEW JERSEY,628,461,359,"4,358","1,771","7,577","5,871","4,209","1,146","1,172","2,401","2,317",215,"17,331","5,193","2,245",8,"1,965",596,"10,007","34,915"
,NEW MEXICO,277,62,62,"11,310",4,"11,715","2,868",781,204,70,983,218,1,"5,125","2,272",94,0,"3,574",388,"6,328","23,168"
,NEW YORK,"16,932","1,962",646,361,"1,034","20,935","9,627","8,245","1,672","1,783","5,446","1,333",387,"28,493","6,586",109,30,"2,177","1,975","10,877","60,305"
,NORTH CAROLINA,"40,953","4,248","43,474","5,978","1,712","96,365","9,993","6,488","1,107",863,"1,377","1,571",186,"21,585","10,306","4,611","2,818","1,172","2,516","21,423","139,373"
,NORTH DAKOTA,21,7,17,"6,594",1,"6,640","2,931",353,62,57,"1,014",30,0,"4,447",434,4,1,"1,119",70,"1,628","12,715"
,OHIO,490,285,246,"5,358",402,"6,781","11,388","5,480","1,216","1,025","4,839","3,563",233,"27,744","1,456",104,3,"14,508","9,504","25,575","60,100"
,OKLAHOMA,"10,370","1,280",531,"6,499",38,"18,718","6,337","2,302",476,329,"2,097","1,797",1,"13,339","5,177",107,6,"16,863","1,711","23,864","55,921"
,OREGON,119,155,100,127,"1,009","1,510","5,704",592,445,367,"2,206",111,113,"9,538","2,213",26,3,628,19,"2,889","13,937"
,PENNSYLVANIA,962,691,382,204,327,"2,566","15,491","7,765",862,"1,371","3,943","1,235",116,"30,783","8,022","6,369",22,"1,142","7,953","23,508","56,857"
,RHODE ISLAND,159,"2,559",233,64,303,"3,318","2,002",536,596,100,"1,057",2,46,"4,339",204,"4,111",2,215,96,"4,628","12,285"
,SOUTH CAROLINA,"9,523","6,851","8,968","7,225",772,"33,339","8,940","4,358",618,411,"1,321","2,127",156,"17,931","3,330","3,201",739,"1,991",795,"10,056","61,326"
,SOUTH DAKOTA,63,3,7,"3,195",0,"3,268","2,977",325,87,0,"1,047",23,0,"4,459",482,1,0,823,51,"1,357","9,084"
,TENNESSEE,331,"1,343",138,158,156,"2,126","9,108","3,759","1,210",755,"3,249",3,45,"18,129","3,019","1,211",3,"1,158",606,"5,997","26,252"
,TEXAS,"64,398","6,038","2,075","36,749","1,762","111,022","17,823","18,730","5,047","3,271","2,976","5,524",326,"53,697","25,054","1,376",31,"16,132","4,477","47,070","211,789"
,UTAH,173,29,113,"3,682",0,"3,997","5,404","3,017",357,255,"1,356","1,344",0,"11,733","1,811",46,1,"12,183","1,086","15,127","30,857"
,VERMONT,47,3,8,43,34,135,"2,615",163,51,0,881,0,1,"3,711",279,3,0,268,30,580,"4,426"
,VIRGINIA,"22,975","40,550","10,975","11,916","4,132","90,548","6,331","7,964","5,434","1,500","1,368","1,909",469,"24,975","17,653","40,316","5,138","6,003","23,834","92,944","208,467"
,WASHINGTON,"25,083","10,266",617,"5,723","2,024","43,713","5,974","6,047","2,125",575,"1,970","1,864",353,"18,908","9,434","18,961",3,"1,483","1,209","31,090","93,711"
,WEST VIRGINIA,57,3,43,30,71,204,"4,122","1,618",71,84,"2,123",0,16,"8,034","1,189",3,1,540,48,"1,781","10,019"
,WISCONSIN,437,31,103,82,299,952,"7,242","3,819",382,479,"2,169",0,82,"14,173","1,787",60,2,530,112,"2,491","17,616"
,WYOMING,36,1,7,"3,099",0,"3,143","1,483",84,67,0,"1,177",37,0,"2,848",215,2,0,797,37,"1,051","7,042"
,UNKNOWN,"5,664",0,0,0,0,"5,664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,664"
UNITED STATES TOTAL,,"394,144","278,077","151,908","253,250","39,150","1,116,529","325,794","188,069","54,874","34,801","100,550","65,712","6,338","776,138","233,299","182,567","17,205","165,144","97,823","696,038","2,588,705"
OVERSEAS,AFGHANISTAN,"7,273",225,849,"1,914",3,"10,264",867,543,192,132,44,121,0,"1,899",648,82,14,161,192,"1,097","13,260"
,ALGERIA,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,AMERICAN SAMOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10
,ANGOLA,3,0,8,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,ARGENTINA,0,4,6,7,0,17,0,0,1,0,0,0,0,1,2,0,0,0,0,2,20
,ARMENIA,1,0,1,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
,ASHMORE AND CARTIER ISLANDS,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,AUSTRALIA,33,75,4,79,0,191,0,0,0,0,0,0,0,0,7,6,0,4,2,19,210
,AUSTRIA,1,1,19,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
,AZERBAIJAN,1,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
,"BAHAMAS, THE",1,49,1,0,10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
,BAHRAIN,47,"4,172",930,20,90,"5,259",24,18,486,60,3,6,0,597,16,316,0,1,161,494,"6,350"
,BANGLADESH,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,BARBADOS,2,0,7,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,BASSAS DA INDIA,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,BELARUS,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,BELGIUM,602,37,6,234,0,879,0,2,0,0,0,6,0,8,371,0,0,11,284,666,"1,553"
,BELIZE,1,1,65,2,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
,BENIN,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,BOLIVIA,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,BOSNIA AND HERZEGOVINA,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
,BOTSWANA,5,0,0,4,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10
,BRAZIL,9,10,28,7,1,55,0,0,0,0,0,0,0,0,6,3,0,2,0,11,66
,BRITISH ATLANTIC OCEAN TERRITORY,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,BRITISH INDIAN OCEAN TERRITORY,0,222,0,39,0,261,0,0,0,0,0,0,0,0,0,3,0,0,0,3,264
,BRUNEI,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,BULGARIA,3,3,0,4,0,10,0,0,0,0,0,0,0,0,9,0,0,2,0,11,21
,BURKINA FASO,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
,BURMA,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,BURUNDI,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,CAMBODIA,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
,CAMEROON,3,0,9,1,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14
,CANADA,8,38,12,79,4,141,0,0,0,0,0,0,0,0,0,4,0,0,25,29,170
,CENTRAL AFRICAN REPUBLIC,2,0,0,0,0,2,28,1,0,0,0,0,0,29,0,0,0,0,0,0,31
,CHAD,4,0,14,1,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20
,CHILE,5,7,0,11,0,23,0,0,0,0,1,0,0,1,2,2,0,1,0,5,29
,CHINA,6,4,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,COLOMBIA,27,5,19,19,4,74,0,0,1,0,0,0,0,1,16,1,0,1,0,18,93
,COMOROS,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,CONGO (BRAZZAVILLE),1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,CONGO (KINSHASA),4,0,9,1,0,14,12,0,0,0,0,0,0,12,0,0,0,0,0,0,26
,CORAL SEA ISLANDS,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,COSTA RICA,1,2,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6
,COTE DIVOIRE,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,CROATIA,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
,CUBA,131,519,111,0,7,768,0,0,140,0,0,0,0,140,11,170,0,0,82,263,"1,171"
,CYPRUS,2,0,2,7,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12
,CZECHIA,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7
,DENMARK,2,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,DJIBOUTI,389,755,265,517,0,"1,926",712,165,677,5,43,78,2,"1,682",6,33,0,7,6,52,"3,660"
,DOMINICA,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,DOMINICAN REPUBLIC,6,1,3,2,2,14,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18
,ECUADOR,13,2,6,2,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,24
,EGYPT,295,20,4,24,0,343,144,5,0,0,0,0,0,149,4,3,0,8,0,15,507
,EL SALVADOR,6,29,499,2,0,536,0,0,5,0,0,0,0,5,3,1,0,0,0,4,545
,ESTONIA,3,1,0,2,0,6,0,0,1,0,0,0,0,1,1,0,0,0,0,1,8
,ETHIOPIA,4,1,7,2,0,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15
,FIJI,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,FINLAND,3,4,2,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
,FRANCE,22,12,4,20,0,58,0,0,0,0,0,0,0,0,4,2,0,2,0,8,66
,GABON,2,1,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
,"GAMBIA, THE",0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,GEORGIA,7,0,0,1,0,8,0,0,0,0,0,0,0,0,7,1,0,1,0,9,17
,GERMANY,"20,397",889,"1,079","12,114",11,"34,490",37,"1,148",90,8,13,305,0,"1,601","5,989",35,21,"1,124","4,077","11,246","47,337"
,GHANA,3,0,4,3,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12
,GREECE,8,326,24,21,0,379,0,0,1,0,0,0,0,1,2,78,0,0,0,80,460
,GREENLAND,0,0,0,160,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,161
,GUAM,151,"1,908",0,"2,231",0,"4,290","1,086",0,6,0,363,284,0,"1,739",128,"1,290",1,112,602,"2,133","8,162"
,GUATEMALA,21,0,7,1,0,29,0,0,0,0,0,0,0,0,4,1,0,0,0,5,34
,GUINEA,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,GUYANA,1,1,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,HAITI,5,0,0,0,2,7,0,0,0,0,0,0,0,0,1,2,0,0,0,3,10
,HONDURAS,227,2,1,150,0,380,0,0,0,0,0,0,0,0,22,1,0,0,0,23,403
,HONG KONG,3,8,2,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
,HUNGARY,6,146,1,56,0,209,0,0,0,0,1,0,0,1,3,0,0,0,0,3,213
,ICELAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
,INDIA,5,6,2,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
,INDONESIA,3,12,0,1,0,16,0,0,0,0,1,0,0,1,1,2,0,1,0,4,21
,IRAQ,"3,547",392,869,654,0,"5,462",783,430,53,15,86,31,0,"1,398",421,19,10,26,42,518,"7,378"
,IRELAND,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,ISRAEL,11,5,1,14,0,31,1,0,0,0,0,0,0,1,15,1,0,1,6,23,55
,ITALY,"4,380","3,610",222,"4,016",2,"12,230",0,82,56,0,0,30,0,168,636,827,0,142,796,"2,401","14,799"
,JAMAICA,1,1,8,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,JAPAN,"2,734","11,443","13,828","11,697",16,"39,718",0,125,92,65,0,66,0,348,706,"1,622",583,766,"3,011","6,688","46,754"
,JORDAN,473,17,181,"1,032",0,"1,703",241,44,15,32,102,35,0,469,5,1,0,4,0,10,"2,182"
,KAZAKHSTAN,8,1,0,3,0,12,8,2,0,0,0,0,0,10,0,0,0,0,0,0,22
,KENYA,15,3,14,84,0,116,0,1,0,0,0,0,0,1,2,1,0,0,0,3,120
,KIRIBATI,0,0,112,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
,"KOREA, SOUTH","15,026",311,148,"7,628",1,"23,114",0,228,10,0,0,59,0,297,"1,954",34,4,233,911,"3,136","26,547"
,KOSOVO,336,8,13,30,0,387,312,1,0,0,0,0,0,313,1,0,0,0,0,1,701
,KUWAIT,"5,344",7,"1,516",166,0,"7,033","3,240","2,046",65,42,704,630,0,"6,727",406,1,2,20,91,520,"14,280"
,KYRGYZSTAN,2,5,58,0,0,65,4,2,0,5,0,0,0,11,1,0,0,0,0,1,77
,LAOS,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
,LATVIA,2,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6
,LEBANON,85,5,31,4,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
,LESOTHO,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,LIBERIA,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,LIBYA,2,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,LUXEMBOURG,0,0,2,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,16,18
,MACEDONIA,1,0,0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4
,MADAGASCAR,0,2,12,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
,MALAWI,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,MALAYSIA,3,4,1,4,0,12,0,0,0,0,0,0,0,0,0,1,0,0,2,3,15
,MALI,5,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,MALTA,0,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,MARSHALL ISLANDS,19,0,0,0,0,19,0,0,0,0,0,0,0,0,59,0,0,0,0,59,78
,MAURITANIA,1,0,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,MAURITIUS,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
,MEXICO,14,7,31,5,2,59,0,0,0,0,0,0,0,0,1,0,0,7,0,8,67
,MOLDOVA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,MONGOLIA,4,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
,MONTENEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
,MOROCCO,6,3,0,8,0,17,0,0,0,0,0,0,0,0,3,1,0,1,0,5,22
,MOZAMBIQUE,0,0,9,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,NAMIBIA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,NEPAL,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,NETHERLANDS,125,31,2,215,30,403,0,0,0,0,0,0,0,0,55,0,0,3,128,186,589
,NEW ZEALAND,2,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8
,NICARAGUA,8,1,0,1,0,10,0,0,1,0,0,0,0,1,3,0,0,0,0,3,14
,NIGER,4,0,1,5,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11
,NIGERIA,2,2,8,3,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16
,NORTHERN MARIANA ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,4
,NORWAY,35,6,257,33,0,331,0,0,0,0,0,0,0,0,1,1,0,4,0,6,337
,OMAN,3,2,12,8,0,25,1,0,2,0,0,0,0,3,1,0,0,3,1,5,33
,PAKISTAN,12,6,58,38,0,114,1,1,4,0,2,0,0,8,0,1,0,1,1,3,125
,PANAMA,22,5,0,0,2,29,0,0,0,0,0,0,0,0,6,1,0,1,0,8,37
,PARAGUAY,4,0,7,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13
,PERU,15,17,13,4,0,49,0,0,0,0,0,0,0,0,5,4,0,0,0,9,58
,PHILIPPINES,11,11,2,11,1,36,0,0,0,0,0,0,0,0,1,10,0,3,1,15,51
,POLAND,31,31,4,25,0,91,0,0,0,0,0,0,0,0,6,0,0,0,2,8,99
,PORTUGAL,1,9,0,187,0,197,0,0,0,0,0,0,0,0,3,2,0,3,0,8,205
,PUERTO RICO,98,25,0,20,0,143,"6,179",0,0,0,"1,161",0,0,"7,340","1,035",28,0,289,613,"1,965","9,448"
,QATAR,287,5,80,579,0,951,911,100,48,16,689,530,0,"2,294",49,2,1,40,18,110,"3,355"
,ROMANIA,6,14,352,10,0,382,0,0,0,0,0,0,0,0,27,10,0,1,0,38,420
,RUSSIA,8,6,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
,RWANDA,1,0,8,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,SAINT KITTS AND NEVIS,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,SAUDI ARABIA,219,21,40,78,0,358,15,53,0,0,5,0,0,73,174,3,0,18,21,216,647
,SENEGAL,5,3,5,1,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15
,SERBIA,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,SIERRA LEONE,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,SINGAPORE,6,148,14,30,7,205,0,0,0,0,0,0,0,0,1,141,0,0,20,162,367
,SLOVAKIA,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,SLOVENIA,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
,SOMALIA,36,258,12,5,0,311,0,0,3,0,0,0,0,3,0,0,0,0,0,0,314
,SOUTH AFRICA,5,3,0,3,0,11,0,0,0,0,0,0,0,0,0,1,0,0,1,2,13
,SPAIN,25,"2,374",108,382,0,"2,889",0,0,29,0,0,1,0,30,3,249,1,12,153,418,"3,337"
,SRI LANKA,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,SUDAN,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,SURINAME,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,SVALBARD,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,SWEDEN,1,1,0,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
,SWITZERLAND,1,0,7,4,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13
,SYRIA,364,6,24,45,0,439,146,1,1,0,0,6,0,154,1,0,0,0,0,1,594
,TAIWAN,0,2,1,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15
,TAJIKISTAN,3,0,0,1,0,4,3,0,0,0,0,1,0,4,0,0,0,1,0,1,9
,TANZANIA,4,2,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
,THAILAND,45,9,212,27,0,293,0,0,1,0,0,0,0,1,5,3,0,2,2,12,306
,TIMOR-LESTE,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
,TONGA,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
,TRINIDAD AND TOBAGO,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3
,TUNISIA,4,3,0,1,0,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9
,TURKEY,147,6,210,"1,784",0,"2,147",27,0,0,1,0,1,0,29,7,2,0,24,54,87,"2,263"
,TURKMENISTAN,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,UGANDA,29,1,50,13,0,93,24,1,4,0,0,0,0,29,1,0,0,1,0,2,124
,UKRAINE,7,1,0,5,0,13,0,0,0,0,0,0,0,0,1,0,0,1,2,4,17
